cpu_type	rank	name	nb_id	nb_url	codename	series	l2_cache_mb	l3_cache_mb	tdp_watt	tdp_turbo_watt	base_mhz	boost_mhz	cores	threads	process_nm	architecture	is_64bit	graphics_card	perf_rating	cinebench_r10_32bit_single	cinebench_r10_32bit_multi	cinebench_r15_cpu_single_64bit	cinebench_r15_cpu_multi_64bit	cinebench_r20_single	cinebench_r20	cinebench_r23_single_core	cinebench_r23_multi_core	cinebench_2024_cpu_single_core	cinebench_2024_cpu_multi_core	geekbench_4_4_64_bit_single_core_score	geekbench_4_4_64_bit_multi_core_score	geekbench_5_5_single_core	geekbench_5_5_multi_core	geekbench_6_7_single_core	geekbench_6_7_multi_core	3dmark06_cpu	x264_pass_1	x264_pass_2	x265	truecrypt_aes	truecrypt_twofish	truecrypt_serpent	blender	blender_v3_3_classroom_cpu	7_zip_single	7_zip	superpi_1m	superpi_32m	wprime_32	wprime_1024	webxprt_3	webxprt_4_overall	crossmark_overall	cinebench_2026_cpu_single_thread	cinebench_2026_cpu_multi	octane_v2_total_score	jetstream_2	jetstream_2_2_2_total	speedometer_2_0	sunspider_1_0_total_score	geekbench_2	geekbench_3_32_bit_single_core_score	geekbench_3_32_bit_multi_core_score	passmark_performancetest_mobile_v1_cpu_tests
desktop	1	AMD Ryzen Threadripper PRO 7995WX	796971	https://www.notebookcheck.net/AMD-Ryzen-Threadripper-PRO-7995WX-Processor-Benchmarks-and-Specs.796971.0.html	Storm Peak	Threadripper	96.0	384.0	350		2500	5100	96	192	5	x86	True		69.25	7951	72072	286	15842	695	41011	1815	107681	102	5372	4762	19324	1918	55811	2702	25365	21375	354.5	267.5	56.9	38.4	5.3	3.3	29	38	7108	174189	6.98	349.43	7.93	17.19	349	263	1976											
desktop	2	AMD Ryzen Threadripper PRO 3995WX	562113	https://www.notebookcheck.net/AMD-Ryzen-Threadripper-PRO-3995WX-Processor-Benchmarks-and-Specs.562113.0.html	Matisse	Threadripper	32.0	256.0	280		2700	4200	64	128	7	x86	True		38.414	5596	52743	195	9706	488	23571	1249	61102			5567	80545	1720	14881			16656	264	192.5	46.6	26	4.8	2.9	47.8		5021	140172	9.81	730	6.11	25.41	229													
desktop	3	AMD Ryzen 9 9950X3D	976049	https://www.notebookcheck.net/AMD-Ryzen-9-9950X3D-Review-Ryzen-7-9800X3D-levels-of-gaming-performance-and-power-efficiency-for-50-markup-over-the-Ryzen-9-9950X.976049.0.html	Granite Ridge	Granite Ridge (Zen 5, AM5)	16.0	128.0	170		4300	5700	16	32	4	x86	True	Radeon 610M	83.35			350	6536	886	16347	2259	42018	138.7	2387.5			2548	25682	3430.5	22627.5				48.5				75	113	7783	163125					387	342	2380											
desktop	4	AMD Ryzen 9 9950X	846059	https://www.notebookcheck.net/AMD-Ryzen-9-9950X-Processor-Benchmarks-and-Specs.846059.0.html	Granite Ridge	Granite Ridge (Zen 5, AM5)	16.0	64.0	170		4300	5700	16	32	4	x86	True	Radeon 610M	85.85	9402	71611	344	6335	871	15788	2202	40924	136	2254	10016	100326	2559	23982	3408	21383	21838	392	271	45.1	32.4	5.6	3.4	77	118	7852	160423	7.31		2.08	29.32	409	357	2451											
desktop	5	Intel Core Ultra 7 270K Plus			Arrow Lake-S Refresh	Arrow Lake	40.0	36.0	125	250			24	24	0	x86	True	Graphics 4-Core iGPU (Arrow Lake)																																														
desktop	6	Intel Core Ultra 9 285K	901799	https://www.notebookcheck.net/Intel-Core-Ultra-9-285K-Arrow-Lake-S-Review-589-CPU-sacrifices-gaming-crown-to-match-AMD-Zen-5-Ryzen-9000-in-power-efficiency.901799.0.html	Arrow Lake-S	Arrow Lake	40.0	36.0	125	250	3200	5700	24	24	3	x86	True	Graphics 4-Core iGPU (Arrow Lake)	88.65	12521.5	102886	357.5	6451	908.5	16572	2357.5	42404	144	2413	9857	93777.5	2387.5	25963	3260	21688	21932	424	297.75	45.35	16.65	4.95	2.4	79	123.5	7366	129706	6.79		2.16	45.7	387	350	2531											
desktop	7	AMD Ryzen Threadripper PRO 3975WX	588997	https://www.notebookcheck.net/AMD-Ryzen-Threadripper-PRO-3975WX-Processor-Benchmarks-and-Specs.588997.0.html	Matisse	Threadripper	16.0	128.0	280		3500	4200	32	64	7	x86	True		33.214	5884	53924	201	7053	500	16464	1286	42744			5764	81029	1285	28798			16923	268	193	43	27	4.7	2.6	69.4		5140	141386	9.55	714	3.63	24.28	198													
desktop	8	Intel Core i9-14900K	790504	https://www.notebookcheck.net/Intel-Core-i9-14900K-Processor-Benchmarks-and-Specs.790504.0.html	Raptor Lake	Raptor Lake-R	32.0	36.0	125		3200	6000	24	32	10	x86	True	UHD Graphics 770	90.55	12643	94801	324.5	6103	900	15466	2262.5	39399.5	137	2146.5	9872.5	88108.5	2369	25199	3243	21397	22657.5	345.5	181.2	41.05	26.7	5.8	2.8	85	144.5	7932	145207	5.48	280.25	2.07	74.47	386	334	2584	560	9037									
laptop	9	Apple M5 Max	1244918	https://www.notebookcheck.net/Apple-M5-Max-Processor-Benchmarks-and-Specs.1244918.0.html		M5	32.0	24.0			3048	4608	18	18	3	ARM	True	M5 Max 40-Core GPU	95.55									200.5	2255					4295	29244.5									149							584	397	2728	737.5	8763.5	151822	480.5	660.6	932					
laptop	10	Apple M5 Pro 18-Core	1242671	https://www.notebookcheck.net/Apple-M5-Pro-18-Core-Processor-Benchmarks-and-Specs.1242671.0.html		M5	32.0	24.0			3048	4608	18	18	3	ARM	True	M5 Pro 20-Core GPU	95.45									201	2347					4295	28436									134.5							596	402	2725	738	9481	153175	481	672.9	926					
laptop	11	Apple M4 Max 16-Core	920458	https://www.notebookcheck.net/Apple-M4-Max-16-cores-Processor-Benchmarks-and-Specs.920458.0.html		M4	4.0		90		2592	4512	16	16	3	ARM	True	M4 Max 40-Core GPU	7950.0			307	3647	563	6995	2209	27595	178	2042					3880	25760									167							543	353	2255			116813	375.7		820					
laptop	12	AMD Ryzen 9 9955HX3D	941514	https://www.notebookcheck.net/AMD-Ryzen-9-9955HX3D-Processor-Benchmarks-and-Specs.941514.0.html	Fire Range-HX (Zen 5)	Dragon Range	16.0	128.0	55		2500	5400	16	32	4	x86	True	Radeon 610M	79.35	9269	79410	327	6042.5	849	15161.5	2172	39065	129.7	2120	9492	97490	2391	23568.5	3184.5	20231		363.6	257.1	42.5	29.05	4.95	3.3	80	123	7225.5	146944	7.7	373.3	4.95	172.7	354	326.5	2264			132328	477.1	468.2	654					
laptop	13	Apple M5 Pro 15-Core	1244350	https://www.notebookcheck.net/Apple-M5-Pro-15-Core-Processor-Benchmarks-and-Specs.1244350.0.html		M5	32.0	24.0			3048	4608	15	15	3	ARM	True	M5 Pro 16-Core GPU	93.6															4302	25892																													
laptop	14	Apple M4 Max 14-Core	920365	https://www.notebookcheck.net/Apple-M4-Max-14-cores-Processor-Benchmarks-and-Specs.920365.0.html		M4	4.0		80	80	2592	4512	14	14	3	ARM	True	M4 Max 32-Core GPU	85.9															4004	23384																													
laptop	15	Qualcomm Snapdragon X2 Elite Extreme X2E-96-100	1127282	https://www.notebookcheck.net/Qualcomm-Snapdragon-X2-Elite-Extreme-X2E-96-100-Processor-Benchmarks-and-Specs.1127282.0.html	Oryon v3	Snapdragon X2	44.0	9.0	82		3600	5000	18	18	3	ARM	True	X2-90	79.814									162	1988					4061.5	23166																			667	7410			536.98						
desktop	16	Intel Core Ultra 7 265KF	1134080	https://www.notebookcheck.net/Intel-Core-Ultra-7-265KF-Processor-Benchmarks-and-Specs.1134080.0.html	Arrow Lake-S	Arrow Lake	36.0	30.0	125	250	3300	5500	20	20	3	x86	True		75.5															3235	22483																													
desktop	17	Intel Core Ultra 7 265K	1134077	https://www.notebookcheck.net/Intel-Core-Ultra-7-265K-Processor-Benchmarks-and-Specs.1134077.0.html	Arrow Lake-S	Arrow Lake	36.0	30.0	125	250	3300	5500	20	20	3	x86	True	Graphics 4-Core iGPU (Arrow Lake)	70.6							2020	35850	135	1480					3085	20581																													
desktop	18	Intel Core i9-13900K	666495	https://www.notebookcheck.net/Intel-Core-i9-13900K-Processor-Benchmarks-and-Specs.666495.0.html	Raptor Lake	Raptor Lake-S	32.0	36.0	125		3000	5800	24	32	10	x86	True	UHD Graphics 770	90.35	12017.5	87738	318	5805.5	849.5	14620.5	2238.5	38271.5			9598	85336	2286	24033	3070	20800	20192	419.25	264.75	40.7	22.9	5.4	2.9	84	140.5	7272	146984	5.7	293.25	2.05	84.2	368	316	2580											
desktop	19	AMD Ryzen 9 7950X3D	714449	https://www.notebookcheck.net/AMD-Ryzen-9-7950X3D-Processor-Benchmarks-and-Specs.714449.0.html	Raphael (Zen4)	Raphael (Zen 4, Ryzen 7000)	16.0	128.0	120		4200	5700	16	32	5	x86	True	Radeon Graphics (Ryzen 7000)	76.85	16551	138015	326	5974	795	14188	2053	36291			9240	87922	2311	24343	2990	19960	20279	392.5	265.5	42.4	26.9	4.2	2.8	86	133	8321	159341	6.11	305.11	2.01	33.88	383	313	2193											
desktop	20	AMD Ryzen 9 7950X	666269	https://www.notebookcheck.net/AMD-Ryzen-9-7950X-Processor-Benchmarks-and-Specs.666269.0.html	Raphael (Zen 4)	Raphael (Zen 4, Ryzen 7000)	16.0	64.0	170		4500	5700	16	32	0	x86	True	Radeon Graphics (Ryzen 7000)	81.45	8448	72098	315.5	5947.5	777	14241.5	2000	36523	121	1991	8803	85128	2226	23897	2969	19807	21063.5	381.25	270.25	43.5	31.6	4.45	2.8	86	134	8118	157038	6.49	317.67	1.96	32.21	374.5	303	2324.5											
desktop	21	AMD Ryzen 9 9900X	862075	https://www.notebookcheck.net/AMD-Ryzen-9-9900X-Processor-Benchmarks-and-Specs.862075.0.html	Granite Ridge	Granite Ridge (Zen 5, AM5)	12.0	64.0	120		4400	5600	12	24	4	x86	True	Radeon 610M	80.15			353	5008	885	12551	2253	32172	138	1818			2544	21384	3429	20380				38.7				97	151	8020	122724					398	349	2289											
laptop	22	Intel Core Ultra 9 290HX Plus	1252402	https://www.notebookcheck.net/Intel-Core-Ultra-9-290HX-Plus-Processor-Benchmarks-and-Specs.1252402.0.html	Arrow Lake-HX	Arrow Lake	40.0	36.0	55	160	1800	5500	24	24	3	x86	True	Graphics 4-Core iGPU (Arrow Lake)	84.15			338	5920	878	15299	2330	39514	137.2	2195			2288	24443	3159.5	20809.5				40.9				88	137	6685	116793					375	345	2401	565	8798									
laptop	23	AMD Ryzen 9 9955HX	941515	https://www.notebookcheck.net/AMD-Ryzen-9-9955HX-Processor-Benchmarks-and-Specs.941515.0.html	Fire Range-HX (Zen 5)	Dragon Range	16.0	64.0	55		2500	5400	16	32	4	x86	True	Radeon 610M	77.25	9178.5	76058	336	5905	853	14214	2174	37159	130	2025	9237.5	88125	2403	21893	3230	19433	19731	351.25	234.75	40.3	27.6	4.95	3.1	85	130	7393	139824	7.78	375.8	2.24	33.92	328	298.8	2204.5	525	8015	138035	511.7	506.4	659.5					
desktop	24	Intel Core Ultra 9 285	1133358	https://www.notebookcheck.net/Intel-Core-Ultra-9-285-Processor-Benchmarks-and-Specs.1133358.0.html	Arrow Lake-S	Arrow Lake	39.3	36.0	65	182	1900	5600	24	24	3	x86	True	Graphics 4-Core iGPU (Arrow Lake)	69.2															3061	19926																													
laptop	25	Intel Core Ultra 9 285HX	943081	https://www.notebookcheck.net/Intel-Core-Ultra-9-285HX-Processor-Benchmarks-and-Specs.943081.0.html	Arrow Lake-HX	Arrow Lake	40.0	36.0	55	160	2100	5500	24	24	3	x86	True	Graphics 4-Core iGPU (Arrow Lake)	77.15	12496	99662	323.5	5656.5	840	14336.5	2187.5	36429.5	131.55	1921.5	9079	85201	2165.5	23440	3026	19479	18846	390.5	259.5	36.65	14.7	4	2.2	95.5	155	6673	108146	6.98		2.53	44.23	341.5	315.5	2203	520	7289.5									
laptop	26	Intel Core Ultra 9 275HX	943094	https://www.notebookcheck.net/Intel-Core-Ultra-9-275HX-Processor-Benchmarks-and-Specs.943094.0.html	Arrow Lake-HX	Arrow Lake	40.0	36.0	55	160	2100	5400	24	24	3	x86	True	Graphics 4-Core iGPU (Arrow Lake)	76.15	12237	94497	334	5619.5	853.5	14068	2204	35589	134	2023	8894	84363.5	2217	22612	3062	19464	20860	395.5	259	37.3	13.7	3.9	2.2	95	154.5	6751	111212	7.07		2.43	45.07	346	327.5	2174	514	7309	127952	460.8	462.75	587.5					
desktop	27	Apple M4 Pro 14-Core	915303	https://www.notebookcheck.net/Apple-M4-Pro-14-cores-Processor-Benchmarks-and-Specs.915303.0.html		M4	36.0		40	46	2592	4512	14	14	3	ARM	True	M4 Pro 20-Core GPU	75.55				3031			2269.5	23435	177.5	1695.5					3881.5	22526.5																535	345	2155			119754	366.25		780					
laptop	28	Qualcomm Snapdragon X2 Elite Extreme X2E-94-100	1262928	https://www.notebookcheck.net/Qualcomm-Snapdragon-X2-Elite-Extreme-X2E-94-100-Processor-Benchmarks-and-Specs.1262928.0.html	Oryon v3	Snapdragon X2	44.0	9.0	82		3600	4700	18	18	3	ARM	True	X2-90	69.35	3959	31798	303	3683	620	7298	1622	19037	151	1619					3826	23204	6933			13.6				172	320	6247		12.2	639.5	9.7	306.2	514	383	1978	639	7218	129838	474	520.7	707					
desktop	29	Intel Core i7-14700K	790506	https://www.notebookcheck.net/Intel-Core-i7-14700K-Processor-Benchmarks-and-Specs.790506.0.html	Raptor Lake	Raptor Lake-R	28.0	33.0	125	253	2500	5600	20	28	10	x86	True	UHD Graphics 770	78.55	11886	91123.5	313.5	5035	836	12743	2160	33440.5	126.95	1770.5	9089	75781.5	2106.5	21565	2922	19147	16203	406.25	243.25	34.55	21.8	4.5	2.4	100	181.5	7195.5	126436	5.97	311.05	2.2	80.35	325	308.5	2241											
laptop	30	AMD Ryzen 9 7945HX3D	738915	https://www.notebookcheck.net/AMD-Ryzen-9-7945HX3D-Processor-Benchmarks-and-Specs.738915.0.html	Dragon Range-HX (Zen 4)	Dragon Range	16.0	128.0	55		2300	5400	16	32	5	x86	True	Radeon 610M	7350.0	8478	70414	311	5600	755	13033	1935	32782	115	1772			2133	19875	2916	16957				36.4	23.4	3.8	2.5	95	150	7573	136201	6.4	337.8	5.9	249.9	480	328	2086			97066	332.3		367.9					
laptop	31	AMD Ryzen 9 7945HX	679953	https://www.notebookcheck.net/AMD-Ryzen-9-7945HX-Processor-Benchmarks-and-Specs.679953.0.html	Dragon Range-HX (Zen 4)	Dragon Range	16.0	64.0	55		2500	5400	16	32	0	x86	True	Radeon 610M	72.25	8408.5	71596.5	308	5289	753	13057	1940	33459	113.55	1716	8534	76265	2103	19745	2876	16765	19820	362	239	35.4	27.7	4.1	2.65	95	152	7381	139757	6.6	337	2.06	35.84	351	289	2061	458	6628	97339	338.5		360.5					
desktop	32	Intel Core i9-14900	937055	https://www.notebookcheck.net/Intel-Core-i9-14900-Processor-Benchmarks-and-Specs.937055.0.html	Raptor Lake	Raptor Lake-R	32.0	36.0	65	219	2000	5800	24	32	10	x86	True	UHD Graphics 770	74.75	12284	82492	315	4793	846	11291	2212	31070	129	1245	9143	67178	2140	17395	3022	15962	18728	358.5	222	31.6	18.5	4.9	2.4	131	263	7276	101652	5.81	303.39	2.41	85.59	315		2133											
laptop	33	Intel Core i9-14900HX	790520	https://www.notebookcheck.net/Intel-Core-i9-14900HX-Processor-Benchmarks-and-Specs.790520.0.html	Raptor Lake-HX Refresh	Raptor Lake-HX	32.0	36.0	55	157	1600	5800	24	32	10	x86	True	UHD Graphics Xe 32EUs (Tiger Lake-H)	75.75	11120	67897.5	310.5	4574	833.5	11419	2181.5	30055	128.45	1592	8874.5	60787	2123.5	20002	3013	17606.5	19451	350	176.6	30.1	16.45	3.55	1.75	113	205	7151.5	115640	5.88	308.47	2.97	159.96	327	303	2162			109502	353.7		421.5					
laptop	34	Qualcomm Snapdragon X2 Elite X2E-90-100	1262933	https://www.notebookcheck.net/Qualcomm-Snapdragon-X2-Elite-X2E-90-100-Processor-Benchmarks-and-Specs.1262933.0.html	Oryon v3	Snapdragon X2	44.0	9.0			3400	5000	18	18	3	ARM	True	X2-90	81.5															4038	20546																			677	6460									
laptop	35	AMD Ryzen AI Max+ PRO 495	1302238	https://www.notebookcheck.net/AMD-Ryzen-AI-Max-PRO-495-Processor-Benchmarks-and-Specs.1302238.0.html	Gorgon Halo PRO	Strix / Gorgon Halo	16.0	64.0	55		3100	5200	16	32	4	x86	True	Radeon 8065S	62.4															3017	16253																													
laptop	36	AMD Ryzen AI Max+ 395	942323	https://www.notebookcheck.net/AMD-Ryzen-AI-Max-395-Processor-Benchmarks-and-Specs.942323.0.html	Strix Halo	Strix / Gorgon Halo	16.0	64.0	55		3000	5100	16	32	4	x86	True	Radeon 8060S	72.75	8693	63189	316	5463	800	13882	2044	35314	116	1823	8241	67618.5	2228	17552	2931	17599	18770	323.25	189.08	33.7	16.9	2.8	1.7	90	138	6481	119970	8.33	407.8	2.56	33.24	321	273	2076	466	7263.5	101277	380.9	286.4	395					
laptop	37	AMD Ryzen AI Max+ PRO 395	942332	https://www.notebookcheck.net/AMD-Ryzen-AI-Max-PRO-395-Processor-Benchmarks-and-Specs.942332.0.html	Strix Halo PRO	Strix / Gorgon Halo	16.0	64.0	55		3000	5100	16	32	4	x86	True	Radeon 8060S	66.85	8580	60278	306	5247	787	13428.5	2012.5	35061	112.6	1690.5	8865	65863	2141	17408	2823.5	16679	16509	316	182.75	31.7	15.6	2.5	1.6	96	145.5	5998	117148	8.23		2.68	31.84	304.5	250	1909											
desktop	38	AMD Ryzen 7 9850X3D			Granite Ridge	Granite Ridge (Zen 5, AM5)	8.0	96.0	170		4700	5600	8	16	4	x86	True	Radeon 610M																																														
desktop	39	Intel Core Ultra 5 250K Plus			Arrow Lake-S Refresh	Arrow Lake	30.0	30.0	125	159	4200	5300	18	18	3	x86	True	Graphics 4-Core iGPU (Arrow Lake)																																														
desktop	40	AMD Ryzen 9 7900X	666264	https://www.notebookcheck.net/AMD-Ryzen-9-7900X-Processor-Benchmarks-and-Specs.666264.0.html	Raphael (Zen4)	Raphael (Zen 4, Ryzen 7000)	12.0	64.0	170		4700	5600	12	24	5	x86	True	Radeon Graphics (Ryzen 7000)	8350.0	8623	68579.5	323	4820.5	782.5	11471.5	2016.5	29300			9275	77033	2294	20667.5	2990	18300	21284	376	241	36.85	14.8	2.8	1.5	106	166	8269	127195	6.14	313.44	1.8	40.31	383	304.5	2370											
desktop	41	Intel Core i7-13700K	768845	https://www.notebookcheck.net/Intel-Core-i7-13700K-Processor-Benchmarks-and-Specs.768845.0.html	Raptor Lake	Raptor Lake-S	24.0	30.0	125		3400	5400	16	24	10	x86	True	UHD Graphics 770	81.45	11278	85748	303	4507.5	811.5	11713.5	2116	30745			8955	69210	2110	20190.5	2962	19249	18153	406	232	33.85	15.8	4	2.2	108	176.5	7061.5	111390	6.19	317.81	2.31	170.22	348	301	2325											
laptop	42	AMD Ryzen 9 9850HX	941946	https://www.notebookcheck.net/AMD-Ryzen-9-9850HX-Processor-Benchmarks-and-Specs.941946.0.html	Fire Range-HX (Zen 5)	Dragon Range	12.0	64.0	45		3000	5200	12	24		x86	True	Radeon 610M	67.1															3147	18113																													
laptop	43	Apple M3 Max 16-Core	781712	https://www.notebookcheck.net/Apple-M3-Max-16-Core-Processor-Benchmarks-and-Specs.781712.0.html		M3			78		2748	4056	16	16	3	ARM	True	M3 Max 40-Core GPU	71.55			271	3264	494.5	6123.5	1959	24022	139.5	1572			2324.5	22937.5	3126.5	21253.5								216	195							421		2041.5			96362.5	310.1		561					
laptop	44	Qualcomm Snapdragon X2 Elite X2E-88-100	1138774	https://www.notebookcheck.net/Qualcomm-Snapdragon-X2-Elite-X2E-88-100-Processor-Benchmarks-and-Specs.1138774.0.html	Oryon v3	Snapdragon X2					3400	4700	18	18	3	ARM	True	X2-90	67.35	3957	29503	299	3189	619	6255	1616.5	16382.5	150	1319					3814	20320	6395			11.3				208	405.5	5821		12.2	630.2	10.2	330.4	509	375	1922.5	635	5979.5	113142	485.42	519.48	758					
laptop	45	AMD Ryzen AI Max PRO 490	1302316	https://www.notebookcheck.net/AMD-Ryzen-AI-Max-PRO-490-Processor-Benchmarks-and-Specs.1302316.0.html	Gorgon Halo PRO	Strix / Gorgon Halo	12.0	64.0	55		3200	5000	12	24	4	x86	True	Radeon 8050S																																														
laptop	46	AMD Ryzen AI Max 390	942337	https://www.notebookcheck.net/AMD-Ryzen-AI-Max-390-Processor-Benchmarks-and-Specs.942337.0.html	Strix Halo	Strix / Gorgon Halo	12.0	64.0	55		3200	5000	12	24	4	x86	True	Radeon 8050S	63.3															2901	17557																													
laptop	47	AMD Ryzen AI Max PRO 390	943316	https://www.notebookcheck.net/AMD-Ryzen-AI-Max-PRO-390-Processor-Benchmarks-and-Specs.943316.0.html	Strix Halo PRO	Strix / Gorgon Halo	12.0	64.0	55		3200	5000	12	24	4	x86	True	Radeon 8050S	61.55	8359	53551	303	3918	774	9662	1976	24828	107.8	1316	6709	66727	2017	16182	2792.5	16065.5	15679	297.3	173.8	27.5	10.7	2.7	1.6	126	200	6124	93236	9.12	423.72	6.67	288.37	260	294	1756											
laptop	48	Intel Core Ultra 7 270HX Plus	1252489	https://www.notebookcheck.net/Intel-Core-Ultra-7-270HX-Plus-Processor-Benchmarks-and-Specs.1252489.0.html	Arrow Lake-HX	Arrow Lake	36.0	36.0	55	160	1800	5300	20	20	3	x86	True	Graphics 4-Core iGPU (Arrow Lake)	60.9															2946	15852																													
laptop	49	Intel Core Ultra 7 265HX	943328	https://www.notebookcheck.net/Intel-Core-Ultra-7-265HX-Processor-Benchmarks-and-Specs.943328.0.html	Arrow Lake-HX	Arrow Lake	36.0	36.0	55	160	2300	5300	20	20	3	x86	True	Graphics 4-Core iGPU (Arrow Lake)	63.1															2928	17242																													
desktop	50	Nvidia Spark N1x 675			Spark								20	20		x86	True																																															
desktop	51	Apple M4 Pro 12-Core	922301	https://www.notebookcheck.net/Apple-M4-Pro-12-cores-Processor-Benchmarks-and-Specs.922301.0.html		M4	36.0		32	40	2592	4512	12	12	3	ARM	True	M4 Pro 16-Core GPU	7550.0			301.5	2708	557	5074	2213	19206.5	175	1435			2555	19529	3844	20458								270	237							541	351	2141	644	5159	115983	367.1		726	46.4				
smartphone	52	Apple M5 10-Core	1139129	https://www.notebookcheck.net/Apple-M5-10-Cores-Processor-Benchmarks-and-Specs.1139129.0.html	MDE44	M5	22.0				3048	4608	10	10	3	ARM	True	M5 10-Core GPU	81.85							2459	15893	200	962			2974	15736	4195	17072									359							527.5	377	2335	731.5	3680	140737	442.75	635.25	868					
desktop	53	AMD Ryzen 7 9800X3D	913732	https://www.notebookcheck.net/AMD-Ryzen-7-9800X3D-desktop-CPU-review-No-chance-for-Intel-s-Arrow-Lake-against-AMD-s-new-gaming-CPU-with-3D-V-Cache-and-Zen-5-architecture.913732.0.html	Granite Ridge	Granite Ridge (Zen 5, AM5)	8.0	96.0	120	162	4700	5200	8	16	4	x86	True	Radeon 610M	79.85	8933	60825	328	3647	818	9057	2080	23230	132	1358	9455	68717	2429.5	16531	3285	18109	18373	375.5	203	30.6	17.8	2.9	1.7	139	204.5	8392	90354	8.01		2.25	54.28	353	337	2278.5	537	5626									
laptop	54	Intel Core Ultra 7 255HX	943333	https://www.notebookcheck.net/Intel-Core-Ultra-7-255HX-Processor-Benchmarks-and-Specs.943333.0.html	Arrow Lake-HX	Arrow Lake	30.0	36.0	55	160	2300	5200	20	20	3	x86	True	Graphics 4-Core iGPU (Arrow Lake)	72.15	11779	81019	327	4916	832	12839	2163	32612	130.05	1700.5			2182	19643	2951	17976	17993	385.3	215.6	35	10.8	3.6	1.8	106	173	6515	98675	7.3	375			325	313	2059			114864	476.3	474.3	656					
laptop	55	Intel Core i9-13980HX	675757	https://www.notebookcheck.net/Intel-Core-i9-13980HX-Processor-Benchmarks-and-Specs.675757.0.html	Raptor Lake-HX	Raptor Lake-HX	32.0	36.0	55		1600	5600	24	32	10	x86	True	UHD Graphics 770	72.85	11940	85088	304.5	4717	807	11510	2110	30273					2099	20329	2881.5	17564	19734	374	198.05	31.6	18.4	4.9	2.5	106	190	6972	119244	7.42	345.8	3.02	183.5	337	306	2080			102620	328.04		399					
laptop	56	AMD Ryzen 9 7940HX	825457	https://www.notebookcheck.net/AMD-Ryzen-9-7940HX-Processor-Benchmarks-and-Specs.825457.0.html	Dragon Range-HX (Zen 4)	Dragon Range	16.0	64.0	55		2400	5200	16	32	5	x86	True	Radeon 610M	59.1					703	12200	1807	29400							2751	16094																													
desktop	57	AMD Ryzen 9 7900	796972	https://www.notebookcheck.net/AMD-Ryzen-9-7900-Processor-Benchmarks-and-Specs.796972.0.html	Raphael (Zen4)	Raphael (Zen 4, Ryzen 7000)	12.0	64.0	65		3700	5400	12	24	5	x86	True	Radeon Graphics (Ryzen 7000)	81.35	8339	60934	315	4020	762	9703	1966	24776			8861	65241	2203	17880	2990	15725	19451	355.5	207	31.2	21.5	3.1	2	125	199	7936	112881	6.73	329.05	2.98	46.75	366	302	2322											
desktop	58	AMD Ryzen 7 9700X	862076	https://www.notebookcheck.net/AMD-Ryzen-7-9700X-Processor-Benchmarks-and-Specs.862076.0.html	Granite Ridge	Granite Ridge (Zen 5, AM5)	8.0	32.0	65		3800	5500	8	16	4	x86	True	Radeon 610M	76.15	9457	57914	346	3178	870	7956	2211	20485	136	1203	9801	59594	2507	14613	3373	16817	18794	376	176.05	26.4	16.1	2.8	1.7	154	244	7894	82553	7.54	369.69	2.36	59.56	398	346	2174											
laptop	59	Intel Core i9-13900HX	671451	https://www.notebookcheck.net/Intel-Core-i9-13900HX-Processor-Benchmarks-and-Specs.671451.0.html	Raptor Lake-HX	Raptor Lake-HX	32.0	36.0	55		1600	5400	24	32	10	x86	True	UHD Graphics Xe 32EUs (Tiger Lake-H)	7450.0	11699.5	79299.5	296	4494.5	788	10557	2056	27900	121.4	1675	8843	71143	2041.5	20013.5	2871	16712	18036.5	387.7	217.7	29.75	17	4.25	2.25	113.5	202	6895	115262	6.21	315.13	2.6	215.69	322	291	2113.5			103988	310.74	428.2	362					
laptop	60	Intel Core i9-13950HX	677206	https://www.notebookcheck.net/Intel-Core-i9-13950HX-Processor-Benchmarks-and-Specs.677206.0.html	Raptor Lake-HX	Raptor Lake-HX	32.0	36.0	55		1600	5500	24	32	10	x86	True	UHD Graphics 770	68.85	11424	80693	297	4529	801	10919	2096	28681	119	1138			2043	20036	2851	16169	19311			31				111	196	6754	116665	6.2	322.8			318.5	291	1964	486	4522.5	103911	328.16		407					
laptop	61	Intel Core i7-13850HX	677227	https://www.notebookcheck.net/Intel-Core-i7-13850HX-Processor-Benchmarks-and-Specs.677227.0.html	Raptor Lake-HX	Raptor Lake-HX	24.0	30.0	55		1500	5300	20	28	10	x86	True	UHD Graphics 770	59.7															2700	16782																													
laptop	62	AMD Ryzen AI Max PRO 485			Gorgon Halo PRO	Strix / Gorgon Halo	8.0	32.0	55		3600	5000	8	16	4	x86	True	Radeon 8050S																																														
laptop	63	AMD Ryzen AI Max 385	944052	https://www.notebookcheck.net/AMD-Ryzen-AI-Max-385-Processor-Benchmarks-and-Specs.944052.0.html	Strix Halo	Strix / Gorgon Halo	8.0	32.0	55		3600	5000	8	16	4	x86	True	Radeon 8050S	61.7															2945	16318																													
